chr	start	end	ENSG	transcript	regionType
chr9	35089451	35090065	ENSG00000165282	ENST00000378617.4	intron
chr9	35090281	35090465	ENSG00000165282	ENST00000378617.4	intron
chr9	35090673	35091239	ENSG00000165282	ENST00000378617.4	intron
chr9	35092768	35093029	ENSG00000165282	ENST00000378617.4	intron
chr9	35093210	35093420	ENSG00000165282	ENST00000378617.4	intron
chr9	35093581	35093900	ENSG00000165282	ENST00000378617.4	intron
chr9	35094025	35094215	ENSG00000165282	ENST00000378617.4	intron
chr9	35094360	35095054	ENSG00000165282	ENST00000378617.4	intron
chr9	35095567	35096154	ENSG00000165282	ENST00000378617.4	5primeUTRIntron
chr9	35096592	35096791	ENSG00000165282	ENST00000378617.4	CorePromoter
chr9	35096792	35101591	ENSG00000165282	ENST00000378617.4	ExtendedPromoter
chr11	2164393	2165231	ENSG00000180176	ENST00000352909.8	intron
chr11	2165366	2165667	ENSG00000180176	ENST00000352909.8	intron
chr11	2165764	2166001	ENSG00000180176	ENST00000352909.8	intron
chr11	2166059	2166479	ENSG00000180176	ENST00000352909.8	intron
chr11	2166550	2166632	ENSG00000180176	ENST00000352909.8	intron
chr11	2166769	2166886	ENSG00000180176	ENST00000352909.8	intron
chr11	2167033	2167434	ENSG00000180176	ENST00000352909.8	intron
chr11	2167486	2167865	ENSG00000180176	ENST00000352909.8	intron
chr11	2167934	2168090	ENSG00000180176	ENST00000352909.8	intron
chr11	2168180	2168490	ENSG00000180176	ENST00000352909.8	intron
chr11	2168666	2169649	ENSG00000180176	ENST00000352909.8	intron
chr11	2169872	2171696	ENSG00000180176	ENST00000352909.8	intron
chr11	2171816	2172015	ENSG00000180176	ENST00000352909.8	CorePromoter
chr11	2172016	2176815	ENSG00000180176	ENST00000352909.8	ExtendedPromoter
chr1	23802565	23804399	ENSG00000117305	ENST00000374490.8	intron
chr1	23804526	23808134	ENSG00000117305	ENST00000374490.8	intron
chr1	23808324	23810735	ENSG00000117305	ENST00000374490.8	intron
chr1	23810800	23814189	ENSG00000117305	ENST00000374490.8	intron
chr1	23814339	23816674	ENSG00000117305	ENST00000374490.8	intron
chr1	23816771	23817475	ENSG00000117305	ENST00000374490.8	intron
chr1	23817584	23820509	ENSG00000117305	ENST00000374490.8	intron
chr1	23820594	23825355	ENSG00000117305	ENST00000374490.8	intron
chr1	23825430	23825629	ENSG00000117305	ENST00000374490.8	CorePromoter
chr1	23825630	23830429	ENSG00000117305	ENST00000374490.8	ExtendedPromoter
chr15	84643724	84645470	ENSG00000177082	ENST00000434634.7	intron
chr15	84645837	84646183	ENSG00000177082	ENST00000434634.7	intron
chr15	84646349	84647889	ENSG00000177082	ENST00000434634.7	intron
chr15	84647955	84648536	ENSG00000177082	ENST00000434634.7	intron
chr15	84648626	84652713	ENSG00000177082	ENST00000434634.7	intron
chr15	84652803	84653631	ENSG00000177082	ENST00000434634.7	intron
chr15	84653700	84654233	ENSG00000177082	ENST00000434634.7	intron
chr15	84654284	84654483	ENSG00000177082	ENST00000434634.7	CorePromoter
chr15	84654484	84659283	ENSG00000177082	ENST00000434634.7	ExtendedPromoter
chr6	80106890	80127546	ENSG00000083123	ENST00000320393.9	Intron
chr6	80127625	80129160	ENSG00000083123	ENST00000320393.9	Intron
chr6	80129230	80167677	ENSG00000083123	ENST00000320393.9	Intron
chr6	80167812	80168874	ENSG00000083123	ENST00000320393.9	Intron
chr6	80169031	80171281	ENSG00000083123	ENST00000320393.9	Intron
chr6	80171391	80200933	ENSG00000083123	ENST00000320393.9	Intron
chr6	80201032	80203101	ENSG00000083123	ENST00000320393.9	Intron
chr6	80203213	80273134	ENSG00000083123	ENST00000320393.9	Intron
chr6	80273222	80343663	ENSG00000083123	ENST00000320393.9	Intron
chr6	80106471	80106670	ENSG00000083123	ENST00000320393.9	CorePromoter
chr6	80101671	80106470	ENSG00000083123	ENST00000320393.9	ExtendedPromoter
chr16	57447579	57451039	ENSG00000088682	ENST00000262507.11	Intron
chr16	57451209	57452800	ENSG00000088682	ENST00000262507.11	Intron
chr16	57452937	57456503	ENSG00000088682	ENST00000262507.11	Intron
chr16	57456647	57456930	ENSG00000088682	ENST00000262507.11	Intron
chr16	57457016	57458245	ENSG00000088682	ENST00000262507.11	Intron
chr16	57458351	57459564	ENSG00000088682	ENST00000262507.11	Intron
chr16	57459721	57460050	ENSG00000088682	ENST00000262507.11	Intron
chr16	57460105	57460588	ENSG00000088682	ENST00000262507.11	Intron
chr16	57447279	57447478	ENSG00000088682	ENST00000262507.11	CorePromoter
chr16	57442479	57447278	ENSG00000088682	ENST00000262507.11	ExtendedPromoter
chr4	71339506	71349911	ENSG00000080493	ENST00000340595.4	Intron
chr4	71350073	71357007	ENSG00000080493	ENST00000340595.4	Intron
chr4	71357188	71397576	ENSG00000080493	ENST00000340595.4	Intron
chr4	71397654	71440615	ENSG00000080493	ENST00000340595.4	Intron
chr4	71440774	71447645	ENSG00000080493	ENST00000340595.4	Intron
chr4	71447734	71450388	ENSG00000080493	ENST00000340595.4	Intron
chr4	71450544	71451187	ENSG00000080493	ENST00000340595.4	Intron
chr4	71451302	71453494	ENSG00000080493	ENST00000340595.4	Intron
chr4	71453670	71466443	ENSG00000080493	ENST00000340595.4	Intron
chr4	71466578	71472698	ENSG00000080493	ENST00000340595.4	Intron
chr4	71472971	71486947	ENSG00000080493	ENST00000340595.4	Intron
chr4	71487019	71497500	ENSG00000080493	ENST00000340595.4	Intron
chr4	71497693	71532061	ENSG00000080493	ENST00000340595.4	Intron
chr4	71532176	71534226	ENSG00000080493	ENST00000340595.4	Intron
chr4	71534389	71546349	ENSG00000080493	ENST00000340595.4	Intron
chr4	71546529	71547647	ENSG00000080493	ENST00000340595.4	Intron
chr4	71547721	71555139	ENSG00000080493	ENST00000340595.4	Intron
chr4	71555209	71557711	ENSG00000080493	ENST00000340595.4	Intron
chr4	71557886	71560092	ENSG00000080493	ENST00000340595.4	Intron
chr4	71560255	71563792	ENSG00000080493	ENST00000340595.4	Intron
chr4	71563890	71567003	ENSG00000080493	ENST00000340595.4	Intron
chr4	71567084	71567787	ENSG00000080493	ENST00000340595.4	3primeUTRIntron
chr4	71338820	71339019	ENSG00000080493	ENST00000340595.4	CorePromoter
chr4	71334020	71338819	ENSG00000080493	ENST00000340595.4	ExtendedPromoter
chr2	210556860	210573297	ENSG00000021826	ENST00000233072.10	Intron
chr2	210573408	210576345	ENSG00000021826	ENST00000233072.10	Intron
chr2	210576491	210577420	ENSG00000021826	ENST00000233072.10	Intron
chr2	210577511	210579713	ENSG00000021826	ENST00000233072.10	Intron
chr2	210579771	210582616	ENSG00000021826	ENST00000233072.10	Intron
chr2	210582710	210588057	ENSG00000021826	ENST00000233072.10	Intron
chr2	210588148	210590105	ENSG00000021826	ENST00000233072.10	Intron
chr2	210590235	210590799	ENSG00000021826	ENST00000233072.10	Intron
chr2	210590907	210591830	ENSG00000021826	ENST00000233072.10	Intron
chr2	210591970	210592878	ENSG00000021826	ENST00000233072.10	Intron
chr2	210592957	210594507	ENSG00000021826	ENST00000233072.10	Intron
chr2	210594607	210595486	ENSG00000021826	ENST00000233072.10	Intron
chr2	210595583	210599371	ENSG00000021826	ENST00000233072.10	Intron
chr2	210599562	210600554	ENSG00000021826	ENST00000233072.10	Intron
chr2	210600713	210602201	ENSG00000021826	ENST00000233072.10	Intron
chr2	210602331	210605101	ENSG00000021826	ENST00000233072.10	Intron
chr2	210605247	210606730	ENSG00000021826	ENST00000233072.10	Intron
chr2	210606942	210608360	ENSG00000021826	ENST00000233072.10	Intron
chr2	210608560	210612116	ENSG00000021826	ENST00000233072.10	Intron
chr2	210612294	210616422	ENSG00000021826	ENST00000233072.10	Intron
chr2	210616542	210637701	ENSG00000021826	ENST00000233072.10	Intron
chr2	210637844	210639149	ENSG00000021826	ENST00000233072.10	Intron
chr2	210639216	210639995	ENSG00000021826	ENST00000233072.10	Intron
chr2	210640060	210642483	ENSG00000021826	ENST00000233072.10	Intron
chr2	210642666	210647862	ENSG00000021826	ENST00000233072.10	Intron
chr2	210648058	210648472	ENSG00000021826	ENST00000233072.10	Intron
chr2	210648541	210650362	ENSG00000021826	ENST00000233072.10	Intron
chr2	210650439	210654024	ENSG00000021826	ENST00000233072.10	Intron
chr2	210654103	210656524	ENSG00000021826	ENST00000233072.10	Intron
chr2	210656633	210658598	ENSG00000021826	ENST00000233072.10	Intron
chr2	210658689	210660484	ENSG00000021826	ENST00000233072.10	Intron
chr2	210660656	210663122	ENSG00000021826	ENST00000233072.10	Intron
chr2	210663198	210668185	ENSG00000021826	ENST00000233072.10	Intron
chr2	210668285	210674901	ENSG00000021826	ENST00000233072.10	Intron
chr2	210674962	210675727	ENSG00000021826	ENST00000233072.10	Intron
chr2	210675841	210677006	ENSG00000021826	ENST00000233072.10	Intron
chr2	210677137	210677886	ENSG00000021826	ENST00000233072.10	Intron
chr2	210556399	210556598	ENSG00000021826	ENST00000233072.10	CorePromoter
chr2	210551599	210556398	ENSG00000021826	ENST00000233072.10	ExtendedPromoter
chr5	149960980	149977627	ENSG00000155850	ENST00000286298.5	5primeUTRIntron
chr5	149978352	149980292	ENSG00000155850	ENST00000286298.5	Intron
chr5	149960558	149960757	ENSG00000155850	ENST00000286298.5	CorePromoter
chr5	149955758	149960557	ENSG00000155850	ENST00000286298.5	ExtendedPromoter
chr22	20021247	20036759	ENSG00000183597	ENST00000327374.9	5primeUTRIntron
chr22	20036855	20043354	ENSG00000183597	ENST00000327374.9	Intron
chr22	20043444	20052464	ENSG00000183597	ENST00000327374.9	Intron
chr22	20052585	20053436	ENSG00000183597	ENST00000327374.9	Intron
chr22	20053552	20055942	ENSG00000183597	ENST00000327374.9	Intron
chr22	20056014	20061529	ENSG00000183597	ENST00000327374.9	Intron
chr22	20061684	20063337	ENSG00000183597	ENST00000327374.9	Intron
chr22	20063443	20064541	ENSG00000183597	ENST00000327374.9	Intron
chr22	20020910	20021109	ENSG00000183597	ENST00000327374.9	CorePromoter
chr22	20016110	20020909	ENSG00000183597	ENST00000327374.9	ExtendedPromoter
chr7	66629209	66633274	ENSG00000243335	ENST00000639828.2	Intron
chr7	66633445	66638252	ENSG00000243335	ENST00000639828.2	Intron
chr7	66638432	66638855	ENSG00000243335	ENST00000639828.2	Intron
chr7	66628681	66628880	ENSG00000243335	ENST00000639828.2	CorePromoter
chr7	66623881	66628680	ENSG00000243335	ENST00000639828.2	ExtendedPromoter
chr4	158672491	158680466	ENSG00000171503	ENST00000511912.6	Intron
chr4	158680608	158682194	ENSG00000171503	ENST00000511912.6	Intron
chr4	158682425	158684591	ENSG00000171503	ENST00000511912.6	Intron
chr4	158684674	158685100	ENSG00000171503	ENST00000511912.6	Intron
chr4	158685220	158690347	ENSG00000171503	ENST00000511912.6	Intron
chr4	158690426	158695496	ENSG00000171503	ENST00000511912.6	Intron
chr4	158695644	158697558	ENSG00000171503	ENST00000511912.6	Intron
chr4	158697700	158698986	ENSG00000171503	ENST00000511912.6	Intron
chr4	158699131	158703422	ENSG00000171503	ENST00000511912.6	Intron
chr4	158703592	158706188	ENSG00000171503	ENST00000511912.6	Intron
chr4	158706372	158706628	ENSG00000171503	ENST00000511912.6	Intron
chr4	158706851	158708363	ENSG00000171503	ENST00000511912.6	Intron
chr4	158672096	158672295	ENSG00000171503	ENST00000511912.6	CorePromoter
chr4	158667296	158672095	ENSG00000171503	ENST00000511912.6	ExtendedPromoter
chr8	93755138	93755777	ENSG00000164953	ENST00000453321.8	Intron
chr8	93755867	93758482	ENSG00000164953	ENST00000453321.8	Intron
chr8	93758577	93763841	ENSG00000164953	ENST00000453321.8	Intron
chr8	93763942	93765405	ENSG00000164953	ENST00000453321.8	Intron
chr8	93765476	93765571	ENSG00000164953	ENST00000453321.8	Intron
chr8	93765647	93772588	ENSG00000164953	ENST00000453321.8	Intron
chr8	93772652	93780592	ENSG00000164953	ENST00000453321.8	Intron
chr8	93780748	93780873	ENSG00000164953	ENST00000453321.8	Intron
chr8	93780983	93781657	ENSG00000164953	ENST00000453321.8	Intron
chr8	93781745	93782394	ENSG00000164953	ENST00000453321.8	Intron
chr8	93782461	93785221	ENSG00000164953	ENST00000453321.8	Intron
chr8	93785379	93786222	ENSG00000164953	ENST00000453321.8	Intron
chr8	93786347	93787843	ENSG00000164953	ENST00000453321.8	Intron
chr8	93787950	93791262	ENSG00000164953	ENST00000453321.8	Intron
chr8	93791320	93793197	ENSG00000164953	ENST00000453321.8	Intron
chr8	93793297	93795408	ENSG00000164953	ENST00000453321.8	Intron
chr8	93795508	93795900	ENSG00000164953	ENST00000453321.8	Intron
chr8	93795988	93797133	ENSG00000164953	ENST00000453321.8	Intron
chr8	93797234	93797330	ENSG00000164953	ENST00000453321.8	Intron
chr8	93797471	93799617	ENSG00000164953	ENST00000453321.8	Intron
chr8	93799759	93803603	ENSG00000164953	ENST00000453321.8	Intron
chr8	93803685	93804761	ENSG00000164953	ENST00000453321.8	Intron
chr8	93804879	93808839	ENSG00000164953	ENST00000453321.8	Intron
chr8	93808957	93809056	ENSG00000164953	ENST00000453321.8	Intron
chr8	93809162	93809784	ENSG00000164953	ENST00000453321.8	Intron
chr8	93809888	93815304	ENSG00000164953	ENST00000453321.8	Intron
chr8	93815448	93816371	ENSG00000164953	ENST00000453321.8	Intron
chr8	93754694	93754893	ENSG00000164953	ENST00000453321.8	CorePromoter
chr8	93749894	93754693	ENSG00000164953	ENST00000453321.8	ExtendedPromoter
chr8	60189986	60208749	ENSG00000178538	ENST00000317995.5	3primeUTRIntron
chr8	60208920	60222648	ENSG00000178538	ENST00000317995.5	intron
chr8	60222762	60224536	ENSG00000178538	ENST00000317995.5	intron
chr8	60224586	60226872	ENSG00000178538	ENST00000317995.5	intron
chr8	60226936	60232283	ENSG00000178538	ENST00000317995.5	intron
chr8	60232380	60265924	ENSG00000178538	ENST00000317995.5	intron
chr8	60266050	60279688	ENSG00000178538	ENST00000317995.5	intron
chr8	60279881	60281047	ENSG00000178538	ENST00000317995.5	intron
chr8	60281401	60281600	ENSG00000178538	ENST00000317995.5	CorePromoter
chr8	60281601	60286400	ENSG00000178538	ENST00000317995.5	ExtendedPromoter
chr8	38231860	38232986	ENSG00000085788	ENST00000397166.7	5primeUTRIntron
chr8	38233215	38234393	ENSG00000085788	ENST00000397166.7	Intron
chr8	38234585	38237537	ENSG00000085788	ENST00000397166.7	Intron
chr8	38237628	38238088	ENSG00000085788	ENST00000397166.7	Intron
chr8	38238210	38240274	ENSG00000085788	ENST00000397166.7	Intron
chr8	38240365	38242249	ENSG00000085788	ENST00000397166.7	Intron
chr8	38242386	38245741	ENSG00000085788	ENST00000397166.7	Intron
chr8	38245951	38246232	ENSG00000085788	ENST00000397166.7	Intron
chr8	38246301	38247712	ENSG00000085788	ENST00000397166.7	Intron
chr8	38247836	38249707	ENSG00000085788	ENST00000397166.7	Intron
chr8	38249804	38251911	ENSG00000085788	ENST00000397166.7	Intron
chr8	38252029	38252131	ENSG00000085788	ENST00000397166.7	Intron
chr8	38252288	38252721	ENSG00000085788	ENST00000397166.7	Intron
chr8	38252825	38252956	ENSG00000085788	ENST00000397166.7	Intron
chr8	38253128	38253555	ENSG00000085788	ENST00000397166.7	Intron
chr8	38253719	38260039	ENSG00000085788	ENST00000397166.7	Intron
chr8	38260148	38260599	ENSG00000085788	ENST00000397166.7	3primeUTRIntron
chr8	38231385	38231584	ENSG00000085788	ENST00000397166.7	CorePromoter
chr8	38226585	38231384	ENSG00000085788	ENST00000397166.7	ExtendedPromoter
chr17	35576182	35577037	ENSG00000108733	ENST00000225873.9	intron
chr17	35577592	35577895	ENSG00000108733	ENST00000225873.9	intron
chr17	35578572	35578771	ENSG00000108733	ENST00000225873.9	CorePromoter
chr17	35578772	35583571	ENSG00000108733	ENST00000225873.9	ExtendedPromoter
chr4	71187402	71236575	ENSG00000080493	ENST00000264485.11	5primeUTRIntron
chr4	71236650	71255219	ENSG00000080493	ENST00000264485.11	Intron
chr4	71255400	71339369	ENSG00000080493	ENST00000264485.11	Intron
chr4	71339506	71349911	ENSG00000080493	ENST00000264485.11	Intron
chr4	71350073	71357007	ENSG00000080493	ENST00000264485.11	Intron
chr4	71357188	71397576	ENSG00000080493	ENST00000264485.11	Intron
chr4	71397654	71440615	ENSG00000080493	ENST00000264485.11	Intron
chr4	71440774	71447645	ENSG00000080493	ENST00000264485.11	Intron
chr4	71447734	71450388	ENSG00000080493	ENST00000264485.11	Intron
chr4	71450544	71451187	ENSG00000080493	ENST00000264485.11	Intron
chr4	71451302	71453494	ENSG00000080493	ENST00000264485.11	Intron
chr4	71453670	71466443	ENSG00000080493	ENST00000264485.11	Intron
chr4	71466578	71472698	ENSG00000080493	ENST00000264485.11	Intron
chr4	71472971	71486947	ENSG00000080493	ENST00000264485.11	Intron
chr4	71487019	71497500	ENSG00000080493	ENST00000264485.11	Intron
chr4	71497693	71532061	ENSG00000080493	ENST00000264485.11	Intron
chr4	71532176	71534226	ENSG00000080493	ENST00000264485.11	Intron
chr4	71534389	71546349	ENSG00000080493	ENST00000264485.11	Intron
chr4	71546529	71547647	ENSG00000080493	ENST00000264485.11	Intron
chr4	71547721	71555139	ENSG00000080493	ENST00000264485.11	Intron
chr4	71555209	71557711	ENSG00000080493	ENST00000264485.11	Intron
chr4	71557886	71560092	ENSG00000080493	ENST00000264485.11	Intron
chr4	71560255	71563792	ENSG00000080493	ENST00000264485.11	Intron
chr4	71563890	71567003	ENSG00000080493	ENST00000264485.11	Intron
chr4	71567084	71567787	ENSG00000080493	ENST00000264485.11	3primeUTRIntron
chr4	71187059	71187258	ENSG00000080493	ENST00000264485.11	CorePromoter
chr4	71182259	71187058	ENSG00000080493	ENST00000264485.11	ExtendedPromoter
chr20	45891380	45891568	ENSG00000064601	ENST00000646241.3	5primeUTRIntron
chr20	45891763	45891915	ENSG00000064601	ENST00000646241.3	Intron
chr20	45892028	45892272	ENSG00000064601	ENST00000646241.3	Intron
chr20	45892324	45892397	ENSG00000064601	ENST00000646241.3	Intron
chr20	45892485	45892724	ENSG00000064601	ENST00000646241.3	Intron
chr20	45892881	45893219	ENSG00000064601	ENST00000646241.3	Intron
chr20	45893312	45893987	ENSG00000064601	ENST00000646241.3	Intron
chr20	45894073	45894649	ENSG00000064601	ENST00000646241.3	Intron
chr20	45894742	45894822	ENSG00000064601	ENST00000646241.3	Intron
chr20	45894902	45894993	ENSG00000064601	ENST00000646241.3	Intron
chr20	45895134	45896964	ENSG00000064601	ENST00000646241.3	Intron
chr20	45897041	45897716	ENSG00000064601	ENST00000646241.3	Intron
chr20	45897807	45898004	ENSG00000064601	ENST00000646241.3	Intron
chr20	45898110	45898366	ENSG00000064601	ENST00000646241.3	Intron
chr20	45891135	45891334	ENSG00000064601	ENST00000646241.3	CorePromoter
chr20	45886335	45891134	ENSG00000064601	ENST00000646241.3	ExtendedPromoter
chr10	62814469	62815860	ENSG00000122877	ENST00000242480.4	intron
chr10	62816367	62816566	ENSG00000122877	ENST00000242480.4	CorePromoter
chr10	62816567	62821366	ENSG00000122877	ENST00000242480.4	ExtendedPromoter
chr17	19343462	19343789	ENSG00000108641	ENST00000261499.11	intron
chr17	19343858	19347268	ENSG00000108641	ENST00000261499.11	intron
chr17	19347332	19347783	ENSG00000108641	ENST00000261499.11	intron
chr17	19347881	19357839	ENSG00000108641	ENST00000261499.11	intron
chr17	19357952	19360319	ENSG00000108641	ENST00000261499.11	intron
chr17	19360389	19362506	ENSG00000108641	ENST00000261499.11	intron
chr17	19362724	19362923	ENSG00000108641	ENST00000261499.11	CorePromoter
chr17	19362924	19367723	ENSG00000108641	ENST00000261499.11	ExtendedPromoter
chr8	37762759	37765525	ENSG00000147471	ENST00000328195.8	Intron
chr8	37765634	37765710	ENSG00000147471	ENST00000328195.8	Intron
chr8	37765747	37766279	ENSG00000147471	ENST00000328195.8	Intron
chr8	37766356	37772754	ENSG00000147471	ENST00000328195.8	Intron
chr8	37772890	37775338	ENSG00000147471	ENST00000328195.8	Intron
chr8	37775482	37775917	ENSG00000147471	ENST00000328195.8	Intron
chr8	37776017	37777972	ENSG00000147471	ENST00000328195.8	Intron
chr8	37762445	37762644	ENSG00000147471	ENST00000328195.8	CorePromoter
chr8	37757645	37762444	ENSG00000147471	ENST00000328195.8	ExtendedPromoter
chr2	231961766	232014834	ENSG00000144535	ENST00000325385.12	5primeUTRIntron
chr2	232014980	232015513	ENSG00000144535	ENST00000325385.12	Intron
chr2	232015672	232024276	ENSG00000144535	ENST00000325385.12	Intron
chr2	232024331	232029978	ENSG00000144535	ENST00000325385.12	Intron
chr2	232030081	232087486	ENSG00000144535	ENST00000325385.12	Intron
chr2	232087722	232130618	ENSG00000144535	ENST00000325385.12	Intron
chr2	232130720	232136471	ENSG00000144535	ENST00000325385.12	Intron
chr2	232136720	232163458	ENSG00000144535	ENST00000325385.12	Intron
chr2	232163633	232210325	ENSG00000144535	ENST00000325385.12	Intron
chr2	232210406	232238532	ENSG00000144535	ENST00000325385.12	Intron
chr2	232238646	232249238	ENSG00000144535	ENST00000325385.12	Intron
chr2	232249347	232263206	ENSG00000144535	ENST00000325385.12	Intron
chr2	232263441	232300039	ENSG00000144535	ENST00000325385.12	Intron
chr2	232300120	232329812	ENSG00000144535	ENST00000325385.12	Intron
chr2	232329997	232330689	ENSG00000144535	ENST00000325385.12	Intron
chr2	232330777	232333839	ENSG00000144535	ENST00000325385.12	Intron
chr2	232333988	232334368	ENSG00000144535	ENST00000325385.12	Intron
chr2	232334500	232334630	ENSG00000144535	ENST00000325385.12	Intron
chr2	232334736	232335772	ENSG00000144535	ENST00000325385.12	Intron
chr2	232335875	232336468	ENSG00000144535	ENST00000325385.12	Intron
chr2	231961513	231961712	ENSG00000144535	ENST00000325385.12	CorePromoter
chr2	231956713	231961512	ENSG00000144535	ENST00000325385.12	ExtendedPromoter
chr11	108223187	108227594	ENSG00000149311	ENST00000675843.1	5primeUTRIntron
chr11	108227697	108227775	ENSG00000149311	ENST00000675843.1	Intron
chr11	108227889	108229177	ENSG00000149311	ENST00000675843.1	Intron
chr11	108229324	108235669	ENSG00000149311	ENST00000675843.1	Intron
chr11	108235835	108243952	ENSG00000149311	ENST00000675843.1	Intron
chr11	108244119	108244787	ENSG00000149311	ENST00000675843.1	Intron
chr11	108245027	108246963	ENSG00000149311	ENST00000675843.1	Intron
chr11	108247128	108248932	ENSG00000149311	ENST00000675843.1	Intron
chr11	108249103	108250700	ENSG00000149311	ENST00000675843.1	Intron
chr11	108251073	108251836	ENSG00000149311	ENST00000675843.1	Intron
chr11	108252032	108252816	ENSG00000149311	ENST00000675843.1	Intron
chr11	108252913	108253813	ENSG00000149311	ENST00000675843.1	Intron
chr11	108254040	108256214	ENSG00000149311	ENST00000675843.1	Intron
chr11	108256341	108257480	ENSG00000149311	ENST00000675843.1	Intron
chr11	108257607	108258985	ENSG00000149311	ENST00000675843.1	Intron
chr11	108259076	108267170	ENSG00000149311	ENST00000675843.1	Intron
chr11	108267343	108268409	ENSG00000149311	ENST00000675843.1	Intron
chr11	108268610	108271063	ENSG00000149311	ENST00000675843.1	Intron
chr11	108271147	108271250	ENSG00000149311	ENST00000675843.1	Intron
chr11	108271407	108272531	ENSG00000149311	ENST00000675843.1	Intron
chr11	108272608	108272721	ENSG00000149311	ENST00000675843.1	Intron
chr11	108272853	108279490	ENSG00000149311	ENST00000675843.1	Intron
chr11	108279609	108280994	ENSG00000149311	ENST00000675843.1	Intron
chr11	108281169	108282709	ENSG00000149311	ENST00000675843.1	Intron
chr11	108282880	108284226	ENSG00000149311	ENST00000675843.1	Intron
chr11	108284474	108287599	ENSG00000149311	ENST00000675843.1	Intron
chr11	108287716	108288976	ENSG00000149311	ENST00000675843.1	Intron
chr11	108289104	108289601	ENSG00000149311	ENST00000675843.1	Intron
chr11	108289802	108292618	ENSG00000149311	ENST00000675843.1	Intron
chr11	108292794	108293312	ENSG00000149311	ENST00000675843.1	Intron
chr11	108293478	108294926	ENSG00000149311	ENST00000675843.1	Intron
chr11	108295060	108297286	ENSG00000149311	ENST00000675843.1	Intron
chr11	108297383	108299713	ENSG00000149311	ENST00000675843.1	Intron
chr11	108299886	108301647	ENSG00000149311	ENST00000675843.1	Intron
chr11	108301790	108302852	ENSG00000149311	ENST00000675843.1	Intron
chr11	108303030	108304674	ENSG00000149311	ENST00000675843.1	Intron
chr11	108304853	108307896	ENSG00000149311	ENST00000675843.1	Intron
chr11	108307985	108310159	ENSG00000149311	ENST00000675843.1	Intron
chr11	108310316	108312410	ENSG00000149311	ENST00000675843.1	Intron
chr11	108312499	108315822	ENSG00000149311	ENST00000675843.1	Intron
chr11	108315912	108316010	ENSG00000149311	ENST00000675843.1	Intron
chr11	108316114	108317372	ENSG00000149311	ENST00000675843.1	Intron
chr11	108317522	108319953	ENSG00000149311	ENST00000675843.1	Intron
chr11	108320059	108321300	ENSG00000149311	ENST00000675843.1	Intron
chr11	108321421	108325309	ENSG00000149311	ENST00000675843.1	Intron
chr11	108325545	108326057	ENSG00000149311	ENST00000675843.1	Intron
chr11	108326226	108327644	ENSG00000149311	ENST00000675843.1	Intron
chr11	108327759	108329020	ENSG00000149311	ENST00000675843.1	Intron
chr11	108329239	108330213	ENSG00000149311	ENST00000675843.1	Intron
chr11	108330422	108331443	ENSG00000149311	ENST00000675843.1	Intron
chr11	108331558	108331878	ENSG00000149311	ENST00000675843.1	Intron
chr11	108332038	108332761	ENSG00000149311	ENST00000675843.1	Intron
chr11	108332901	108333885	ENSG00000149311	ENST00000675843.1	Intron
chr11	108333969	108334968	ENSG00000149311	ENST00000675843.1	Intron
chr11	108335110	108335844	ENSG00000149311	ENST00000675843.1	Intron
chr11	108335962	108343221	ENSG00000149311	ENST00000675843.1	Intron
chr11	108343372	108345742	ENSG00000149311	ENST00000675843.1	Intron
chr11	108345909	108347278	ENSG00000149311	ENST00000675843.1	Intron
chr11	108347366	108353765	ENSG00000149311	ENST00000675843.1	Intron
chr11	108353881	108354810	ENSG00000149311	ENST00000675843.1	Intron
chr11	108354875	108365081	ENSG00000149311	ENST00000675843.1	Intron
chr11	108365219	108365324	ENSG00000149311	ENST00000675843.1	Intron
chr11	108222867	108223066	ENSG00000149311	ENST00000675843.1	CorePromoter
chr11	108218067	108222866	ENSG00000149311	ENST00000675843.1	ExtendedPromoter
chr3	52075986	52096568	ENSG00000164087	ENST00000296484.7	intron
chr3	52096713	52122378	ENSG00000164087	ENST00000296484.7	intron
chr3	52122478	52125112	ENSG00000164087	ENST00000296484.7	intron
chr3	52125182	52138168	ENSG00000164087	ENST00000296484.7	intron
chr3	52138303	52145845	ENSG00000164087	ENST00000296484.7	intron
chr3	52145962	52146987	ENSG00000164087	ENST00000296484.7	intron
chr3	52147096	52149209	ENSG00000164087	ENST00000296484.7	intron
chr3	52149390	52149815	ENSG00000164087	ENST00000296484.7	intron
chr3	52149988	52151015	ENSG00000164087	ENST00000296484.7	intron
chr3	52151101	52154354	ENSG00000164087	ENST00000296484.7	intron
chr3	52154424	52154623	ENSG00000164087	ENST00000296484.7	CorePromoter
chr3	52154624	52159423	ENSG00000164087	ENST00000296484.7	ExtendedPromoter
chr14	77277482	77278393	ENSG00000009830	ENST00000261534.9	intron
chr14	77278509	77278728	ENSG00000009830	ENST00000261534.9	intron
chr14	77278870	77279822	ENSG00000009830	ENST00000261534.9	intron
chr14	77279929	77280020	ENSG00000009830	ENST00000261534.9	intron
chr14	77280081	77280391	ENSG00000009830	ENST00000261534.9	intron
chr14	77280464	77283796	ENSG00000009830	ENST00000261534.9	intron
chr14	77283874	77284949	ENSG00000009830	ENST00000261534.9	intron
chr14	77285042	77285480	ENSG00000009830	ENST00000261534.9	intron
chr14	77285633	77286743	ENSG00000009830	ENST00000261534.9	intron
